condition,coherence,decision,evidence,high_evidence,time
mix,0.5,1,3,3,5
mix,0.5,1,4,4,4
mix,0.5,0,-5,-5,5
mix,0.5,1,4,4,4
mix,0.5,0,-4,-4,10
mix,0.7,1,4,4,12
mix,0.5,1,1,1,17
mix,0.5,0,2,6,18
mix,0.5,0,-7,-7,15
mix,0.5,0,-5,-5,15
mix,0.5,1,7,7,9
mix,0.5,1,3,3,23
mix,0.3,0,-7,-7,9
mix,0.5,0,-5,-5,21
mix,0.3,0,-8,-8,8
mix,0.3,0,-6,-6,24
mix,0.5,0,-2,-2,22
mix,0.5,1,1,7,49
mix,0.5,1,5,5,19
mix,0.3,0,-6,-7,14
mix,0.5,0,-3,-4,21
mix,0.3,0,-9,-9,13
mix,0.5,0,-3,-4,17
mix,0.3,0,-7,-8,13
mix,0.5,1,-1,-3,9
mix,0.3,0,-6,-6,12
